S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;poker_hand
Spades;Nine;Hearts;Seven;Clubs;Nine;Diamonds;Six;Spades;Jack;Two pairs
Clubs;Ace;Hearts;Ace;Clubs;Jack;Diamonds;Seven;Diamonds;Ten;Two pairs
Spades;Jack;Hearts;Four;Hearts;Three;Spades;Seven;Clubs;Nine;One pair
Clubs;Ace;Diamonds;Jack;Clubs;Nine;Diamonds;Three;Clubs;Four;One pair
Hearts;Seven;Diamonds;Five;Spades;Four;Clubs;Ace;Spades;Nine;One pair
Diamonds;Three;Clubs;Queen;Clubs;Seven;Clubs;Six;Hearts;Nine;One pair
Hearts;Seven;Spades;Five;Diamonds;Jack;Diamonds;Ten;Clubs;Eight;One pair
Clubs;Four;Clubs;Eight;Spades;Five;Diamonds;Nine;Clubs;King;One pair
Hearts;Six;Hearts;Five;Spades;Four;Hearts;Jack;Hearts;Nine;One pair
Clubs;Three;Spades;Five;Hearts;Six;Hearts;Ace;Hearts;Four;One pair
Hearts;Five;Diamonds;King;Diamonds;Seven;Spades;King;Spades;Six;Two pairs
Spades;King;Hearts;Seven;Clubs;Jack;Diamonds;Five;Spades;Four;One pair
Clubs;Nine;Clubs;Queen;Clubs;Five;Diamonds;Ace;Hearts;Five;Two pairs
Spades;Nine;Clubs;Ten;Hearts;Queen;Diamonds;Nine;Spades;Five;Two pairs
Clubs;Nine;Clubs;Eight;Spades;Three;Hearts;Six;Clubs;Three;Two pairs
Spades;Three;Diamonds;Four;Clubs;Eight;Diamonds;Queen;Clubs;Queen;Two pairs
Diamonds;Ten;Hearts;Nine;Spades;Two;Diamonds;Seven;Hearts;Queen;One pair
Hearts;Queen;Clubs;Queen;Clubs;Three;Diamonds;Ten;Hearts;Nine;Two pairs
Spades;Ten;Clubs;Five;Hearts;Jack;Hearts;King;Spades;Two;One pair
Clubs;Two;Diamonds;Ace;Clubs;Four;Diamonds;Ten;Hearts;Three;One pair
Spades;Ace;Diamonds;Two;Clubs;Ace;Clubs;Six;Hearts;Seven;Two pairs
Spades;Two;Clubs;Five;Spades;King;Spades;Queen;Spades;Ten;One pair
Clubs;Two;Spades;Eight;Clubs;Eight;Hearts;Two;Hearts;Ten;Three of a kind
Diamonds;Four;Clubs;Eight;Clubs;Ten;Clubs;Ace;Clubs;Five;One pair
Clubs;Five;Spades;Nine;Hearts;Eight;Clubs;Three;Clubs;Queen;One pair
Diamonds;King;Hearts;Ten;Diamonds;Seven;Spades;Seven;Clubs;Six;Two pairs
Diamonds;Nine;Hearts;Queen;Hearts;Jack;Spades;King;Diamonds;Ace;One pair
Hearts;Three;Hearts;Five;Diamonds;Ace;Clubs;Four;Spades;Ten;One pair
Hearts;Three;Spades;Ace;Diamonds;Four;Diamonds;Six;Spades;Seven;One pair
Clubs;Ace;Diamonds;Nine;Spades;Two;Diamonds;Queen;Diamonds;Jack;One pair
Clubs;Three;Hearts;Ace;Diamonds;Queen;Spades;Five;Hearts;Nine;One pair
Spades;Ace;Spades;Seven;Hearts;Nine;Clubs;Three;Clubs;Eight;One pair
Diamonds;Ten;Clubs;Five;Hearts;Two;Spades;Three;Hearts;Six;One pair
Clubs;Three;Diamonds;King;Clubs;Ten;Hearts;Three;Hearts;Two;Two pairs
Hearts;Four;Diamonds;Ace;Spades;King;Clubs;Nine;Spades;Three;One pair
Clubs;Five;Spades;Three;Clubs;Seven;Spades;Six;Hearts;Ten;One pair
Clubs;Two;Diamonds;Six;Hearts;King;Diamonds;Queen;Hearts;Six;Two pairs
Clubs;Nine;Diamonds;Six;Clubs;Five;Diamonds;Three;Hearts;Eight;One pair
Diamonds;Three;Spades;Ten;Clubs;Nine;Diamonds;Ace;Clubs;Three;Two pairs
Spades;Queen;Diamonds;Two;Clubs;Ten;Spades;Ten;Hearts;Six;Two pairs
Diamonds;Five;Diamonds;Ten;Diamonds;Jack;Diamonds;Eight;Hearts;Ace;One pair
Hearts;Ace;Diamonds;Ten;Diamonds;Eight;Spades;King;Spades;Six;One pair
Diamonds;Seven;Spades;Three;Hearts;Nine;Diamonds;Ace;Diamonds;Ten;One pair
Diamonds;Queen;Spades;Two;Diamonds;Five;Diamonds;Two;Clubs;Jack;Two pairs
Clubs;Nine;Hearts;Ten;Hearts;Nine;Spades;Eight;Hearts;Five;Two pairs
Hearts;Five;Clubs;Four;Diamonds;Eight;Hearts;Seven;Hearts;Queen;One pair
Diamonds;King;Spades;Two;Clubs;Two;Diamonds;Two;Spades;King;Four of a kind
Diamonds;Six;Clubs;Eight;Hearts;Ace;Spades;Queen;Diamonds;Ten;One pair
Hearts;King;Diamonds;Four;Diamonds;Jack;Spades;Five;Hearts;Two;One pair
Hearts;Ten;Clubs;Six;Clubs;Ace;Hearts;Two;Hearts;Queen;One pair
Diamonds;Eight;Spades;King;Diamonds;Six;Diamonds;Ten;Diamonds;Nine;One pair
Clubs;Nine;Clubs;Two;Hearts;Three;Diamonds;Five;Spades;Four;One pair
Diamonds;Ace;Clubs;Nine;Hearts;Four;Spades;Seven;Hearts;Seven;Two pairs
Hearts;Seven;Hearts;King;Diamonds;Nine;Spades;Ten;Spades;Two;One pair
Clubs;Nine;Diamonds;King;Spades;Six;Hearts;Queen;Spades;King;Two pairs
Diamonds;Nine;Diamonds;Four;Spades;Seven;Clubs;Ten;Clubs;Five;One pair
Diamonds;Jack;Clubs;Jack;Spades;Queen;Hearts;Ten;Clubs;King;Two pairs
Clubs;Jack;Spades;Three;Spades;Ten;Hearts;Six;Spades;Nine;One pair
Diamonds;Two;Diamonds;Jack;Spades;Nine;Hearts;Jack;Hearts;Nine;Three of a kind
Spades;Ten;Clubs;Ace;Spades;Nine;Hearts;Jack;Diamonds;King;One pair
Clubs;Nine;Hearts;Three;Spades;Seven;Clubs;Three;Hearts;King;Two pairs
Diamonds;Three;Clubs;Two;Hearts;King;Clubs;King;Diamonds;Queen;Two pairs
Spades;Ace;Hearts;Five;Hearts;Nine;Diamonds;Four;Spades;Eight;One pair
Spades;Four;Spades;Eight;Hearts;Queen;Diamonds;Jack;Diamonds;Ace;One pair
Diamonds;Ten;Diamonds;Ace;Diamonds;King;Diamonds;Six;Diamonds;Four;Full house
Hearts;Ten;Hearts;Four;Diamonds;Eight;Spades;Five;Clubs;Ace;One pair
Diamonds;Jack;Diamonds;Three;Clubs;Ace;Diamonds;Two;Diamonds;Four;One pair
Clubs;Queen;Diamonds;Queen;Hearts;Five;Hearts;Four;Clubs;Four;Three of a kind
Diamonds;Two;Clubs;Two;Spades;Queen;Clubs;Three;Clubs;Four;Two pairs
Clubs;Queen;Spades;Eight;Clubs;Four;Hearts;Ten;Diamonds;Eight;Two pairs
Diamonds;Eight;Clubs;Two;Diamonds;Seven;Hearts;Eight;Hearts;Seven;Three of a kind
Diamonds;Six;Diamonds;King;Clubs;Five;Hearts;Three;Spades;Six;Two pairs
Clubs;Jack;Clubs;Five;Diamonds;Eight;Spades;Five;Spades;Two;Two pairs
Clubs;Six;Spades;King;Diamonds;Two;Spades;Ace;Clubs;Four;One pair
Diamonds;Ten;Diamonds;Nine;Spades;Nine;Clubs;Ten;Diamonds;Two;Three of a kind
Spades;Six;Diamonds;Four;Clubs;Ace;Spades;Ten;Spades;Three;One pair
Clubs;Two;Spades;Ace;Spades;Five;Hearts;Seven;Diamonds;Jack;One pair
Diamonds;Ace;Spades;Nine;Clubs;Two;Diamonds;Ten;Hearts;Two;Two pairs
Diamonds;Ten;Hearts;Seven;Spades;Eight;Clubs;Nine;Clubs;Eight;Two pairs
Hearts;Four;Clubs;King;Clubs;Ten;Spades;Jack;Clubs;Seven;One pair
Clubs;Five;Hearts;Seven;Diamonds;Jack;Clubs;Two;Hearts;Two;Two pairs
Diamonds;Three;Diamonds;Ten;Spades;Eight;Clubs;Eight;Diamonds;Nine;Two pairs
Hearts;Nine;Hearts;Six;Diamonds;Seven;Hearts;Ace;Hearts;Eight;One pair
Diamonds;Six;Hearts;Four;Hearts;Ten;Hearts;Six;Clubs;Ten;Three of a kind
Hearts;Jack;Diamonds;Five;Clubs;Six;Diamonds;Six;Clubs;Four;Two pairs
Spades;King;Clubs;Ten;Spades;Four;Spades;Ace;Diamonds;Queen;One pair
Clubs;Queen;Diamonds;Nine;Clubs;Seven;Clubs;Three;Hearts;Two;One pair
Clubs;Four;Diamonds;Eight;Clubs;Eight;Spades;Five;Diamonds;Jack;Two pairs
Clubs;Four;Hearts;Five;Hearts;Two;Hearts;Seven;Hearts;Ten;One pair
Diamonds;Queen;Diamonds;King;Spades;Four;Spades;King;Hearts;Seven;Two pairs
Spades;Eight;Diamonds;Five;Hearts;Ten;Hearts;Nine;Diamonds;Queen;One pair
Diamonds;Seven;Hearts;Two;Diamonds;Four;Hearts;Six;Spades;Eight;One pair
Diamonds;Seven;Hearts;Ace;Clubs;Seven;Diamonds;Five;Spades;Ten;Two pairs
Hearts;Five;Spades;Two;Hearts;Three;Diamonds;Nine;Hearts;Seven;One pair
Spades;Seven;Hearts;Eight;Clubs;Five;Diamonds;Six;Hearts;Queen;One pair
Clubs;Seven;Clubs;Six;Hearts;Nine;Hearts;Eight;Diamonds;Six;Two pairs
Spades;Two;Clubs;Three;Spades;Eight;Clubs;Five;Spades;King;One pair
Spades;Ten;Diamonds;Six;Hearts;Nine;Spades;Three;Diamonds;Two;One pair
Diamonds;Ace;Hearts;Seven;Diamonds;Four;Spades;King;Spades;Three;One pair
Diamonds;Five;Hearts;Five;Diamonds;Three;Clubs;Seven;Spades;Nine;Two pairs
Spades;Nine;Hearts;Queen;Clubs;Four;Clubs;Two;Clubs;King;One pair
Spades;Five;Clubs;Ace;Diamonds;Nine;Spades;Four;Hearts;Two;One pair
Diamonds;Seven;Clubs;King;Hearts;Jack;Clubs;Queen;Clubs;Five;One pair
Spades;Jack;Hearts;Two;Clubs;Seven;Spades;Four;Spades;Nine;One pair
Spades;Jack;Hearts;Five;Hearts;Three;Hearts;Nine;Diamonds;Seven;One pair
Clubs;Three;Diamonds;Seven;Diamonds;Nine;Clubs;Six;Hearts;Ten;One pair
Hearts;Four;Diamonds;Five;Spades;Eight;Spades;Ace;Clubs;Queen;One pair
Clubs;Six;Clubs;Eight;Diamonds;King;Spades;Eight;Spades;Six;Three of a kind
Hearts;Four;Clubs;Six;Diamonds;Ten;Hearts;Two;Diamonds;Seven;One pair
Clubs;Eight;Spades;Ten;Clubs;Six;Diamonds;Queen;Clubs;Nine;One pair
Clubs;Two;Diamonds;Five;Clubs;Five;Diamonds;Ace;Spades;Seven;Two pairs
Diamonds;Eight;Spades;Six;Spades;Jack;Diamonds;Four;Hearts;Five;One pair
Spades;Six;Spades;Queen;Clubs;Five;Clubs;Ace;Hearts;Three;One pair
Hearts;Four;Diamonds;Ace;Diamonds;King;Diamonds;Nine;Clubs;Four;Two pairs
Clubs;Two;Diamonds;Four;Diamonds;Ten;Hearts;Seven;Hearts;Nine;One pair
Diamonds;Five;Spades;Jack;Hearts;Eight;Diamonds;Two;Hearts;Queen;One pair
Diamonds;Seven;Clubs;Seven;Spades;Two;Hearts;Jack;Spades;Six;Two pairs
Spades;Nine;Hearts;Three;Diamonds;Three;Spades;Jack;Clubs;Eight;Two pairs
Hearts;Three;Hearts;Jack;Clubs;Ace;Hearts;Ten;Clubs;Jack;Two pairs
Clubs;Seven;Clubs;Four;Spades;Nine;Spades;Three;Clubs;Jack;One pair
Clubs;Jack;Diamonds;Queen;Hearts;Ten;Spades;Queen;Clubs;Three;Two pairs
Hearts;King;Hearts;Eight;Diamonds;Four;Hearts;Three;Clubs;Four;Two pairs
Spades;Ace;Hearts;Jack;Diamonds;Ten;Hearts;Ace;Spades;Nine;Two pairs
Clubs;Seven;Spades;Six;Diamonds;King;Hearts;Ten;Spades;Four;One pair
Spades;Jack;Spades;Ten;Spades;Four;Diamonds;Two;Diamonds;King;One pair
Diamonds;Three;Clubs;Queen;Diamonds;Ace;Spades;Three;Hearts;Three;Straight
Diamonds;Five;Hearts;Ten;Clubs;Nine;Spades;Ace;Clubs;Ace;Two pairs
Clubs;Nine;Hearts;Four;Spades;King;Hearts;Two;Hearts;Six;One pair
Spades;Seven;Hearts;King;Diamonds;Six;Spades;Ace;Clubs;Eight;One pair
Spades;Ten;Clubs;Eight;Spades;Five;Clubs;Seven;Clubs;Ten;Two pairs
Clubs;Seven;Hearts;Jack;Hearts;Four;Spades;Six;Clubs;Nine;One pair
Diamonds;Queen;Spades;Jack;Hearts;Jack;Hearts;King;Clubs;Ten;Two pairs
Hearts;Ace;Diamonds;Two;Clubs;Two;Spades;Three;Spades;Two;Straight
Spades;King;Spades;Nine;Spades;Eight;Hearts;Nine;Hearts;Two;Two pairs
Spades;Queen;Spades;Seven;Clubs;Eight;Spades;Five;Hearts;King;One pair
Spades;Nine;Spades;Seven;Hearts;Queen;Clubs;Nine;Diamonds;Four;Two pairs
Spades;Six;Clubs;Three;Clubs;Seven;Hearts;Four;Hearts;Two;One pair
Clubs;Ace;Diamonds;Six;Diamonds;Nine;Diamonds;Jack;Hearts;Queen;One pair
Clubs;Seven;Clubs;King;Spades;King;Spades;Two;Diamonds;Eight;Two pairs
Spades;Three;Spades;Four;Clubs;Queen;Clubs;Five;Hearts;Nine;One pair
Clubs;Five;Hearts;Ace;Spades;Nine;Clubs;Nine;Diamonds;Six;Two pairs
Spades;Six;Clubs;Three;Spades;Ten;Hearts;King;Spades;Four;One pair
Clubs;Four;Diamonds;Three;Clubs;Three;Diamonds;Two;Clubs;Ace;Two pairs
Spades;Seven;Hearts;Two;Diamonds;Queen;Diamonds;Three;Spades;Five;One pair
Diamonds;Jack;Hearts;Four;Clubs;Three;Hearts;Queen;Spades;Jack;Two pairs
Clubs;Six;Hearts;Queen;Spades;Five;Diamonds;King;Diamonds;Six;Two pairs
Diamonds;Two;Hearts;Ace;Clubs;Four;Spades;Eight;Hearts;Five;One pair
Hearts;Queen;Hearts;Three;Clubs;Eight;Spades;Queen;Diamonds;Eight;Three of a kind
Diamonds;Six;Diamonds;Four;Spades;Four;Diamonds;Eight;Clubs;Two;Two pairs
Clubs;Six;Clubs;Queen;Spades;Three;Clubs;Three;Hearts;Jack;Two pairs
Hearts;Two;Clubs;Nine;Spades;Three;Diamonds;Three;Diamonds;Nine;Three of a kind
Clubs;Six;Spades;Ten;Spades;Jack;Clubs;Four;Diamonds;Ten;Two pairs
Clubs;Eight;Diamonds;King;Diamonds;Nine;Spades;Nine;Clubs;Five;Two pairs
Hearts;Eight;Clubs;Queen;Hearts;Three;Spades;Three;Hearts;Four;Two pairs
Spades;Four;Hearts;Five;Diamonds;Seven;Clubs;Two;Spades;Seven;Two pairs
Hearts;Seven;Spades;Three;Diamonds;Queen;Diamonds;Four;Diamonds;Jack;One pair
Hearts;King;Hearts;Five;Diamonds;King;Diamonds;Nine;Clubs;Two;Two pairs
Clubs;Jack;Clubs;Ten;Diamonds;Jack;Hearts;Ten;Spades;Four;Three of a kind
Hearts;Three;Clubs;Eight;Diamonds;Seven;Hearts;Seven;Spades;Eight;Three of a kind
Diamonds;Five;Clubs;Two;Hearts;Two;Clubs;Nine;Spades;Two;Straight
Clubs;Nine;Spades;Three;Spades;Ace;Spades;Queen;Spades;Jack;One pair
Diamonds;Three;Hearts;Nine;Diamonds;Seven;Clubs;King;Diamonds;Two;One pair
Diamonds;Ace;Clubs;King;Hearts;Five;Hearts;Eight;Diamonds;Six;One pair
Hearts;Four;Clubs;King;Clubs;Nine;Clubs;Six;Spades;Six;Two pairs
Spades;Eight;Diamonds;Seven;Clubs;Ace;Diamonds;Two;Spades;Ace;Two pairs
Clubs;Six;Spades;Ten;Hearts;King;Spades;Jack;Clubs;Four;One pair
Clubs;Ten;Clubs;Jack;Hearts;Three;Spades;Queen;Clubs;Seven;One pair
Hearts;Six;Spades;Eight;Diamonds;Three;Hearts;King;Clubs;Four;One pair
Hearts;Ace;Spades;Two;Diamonds;Ace;Spades;Six;Hearts;Queen;Two pairs
Hearts;Ace;Clubs;Three;Diamonds;Queen;Spades;Seven;Diamonds;Three;Two pairs
Diamonds;Two;Clubs;Jack;Clubs;Two;Spades;Four;Hearts;Five;Two pairs
Spades;Ten;Clubs;Two;Diamonds;Two;Spades;Eight;Clubs;Nine;Two pairs
Diamonds;Jack;Hearts;Seven;Spades;Eight;Spades;Ace;Spades;Six;One pair
Clubs;Seven;Diamonds;Nine;Hearts;Ace;Diamonds;Six;Hearts;Nine;Two pairs
Spades;Eight;Diamonds;Three;Hearts;Ace;Hearts;Five;Hearts;Two;One pair
Diamonds;Ace;Diamonds;Three;Spades;Four;Clubs;Six;Spades;Ten;One pair
Clubs;Six;Spades;Five;Diamonds;Nine;Spades;Ace;Hearts;Seven;One pair
Spades;Nine;Diamonds;Ace;Spades;Queen;Diamonds;Four;Hearts;Five;One pair
Diamonds;King;Diamonds;Eight;Spades;Jack;Spades;King;Clubs;Ten;Two pairs
Diamonds;Three;Hearts;Ace;Hearts;Jack;Clubs;Two;Clubs;Five;One pair
Spades;King;Clubs;Six;Diamonds;Ten;Clubs;Five;Hearts;Ten;Two pairs
Diamonds;Nine;Spades;Five;Clubs;Queen;Clubs;Nine;Diamonds;Two;Two pairs
Diamonds;Three;Hearts;Eight;Clubs;Five;Hearts;Nine;Clubs;Eight;Two pairs
Clubs;Six;Spades;Ace;Diamonds;Queen;Diamonds;Jack;Clubs;Two;One pair
Diamonds;Ace;Clubs;Eight;Diamonds;Two;Spades;Ace;Diamonds;Ten;Two pairs
Spades;Eight;Spades;Queen;Spades;Five;Clubs;Two;Diamonds;Ace;One pair
Hearts;Eight;Clubs;Seven;Spades;Two;Clubs;Nine;Diamonds;Ace;One pair
Clubs;Nine;Spades;Two;Hearts;Four;Diamonds;Two;Clubs;Three;Two pairs
Spades;Seven;Hearts;Six;Clubs;Nine;Clubs;Eight;Spades;Five;Flush
Spades;Ace;Diamonds;Four;Clubs;Four;Clubs;King;Hearts;Ace;Three of a kind
Diamonds;King;Diamonds;Six;Hearts;Jack;Diamonds;Queen;Clubs;Ace;One pair
Hearts;Jack;Spades;Four;Hearts;Seven;Hearts;Ten;Spades;Seven;Two pairs
Clubs;Five;Spades;Three;Diamonds;Five;Hearts;Seven;Spades;Six;Two pairs
Diamonds;Ace;Spades;Queen;Hearts;Four;Diamonds;Four;Clubs;Four;Straight
Spades;Eight;Clubs;Two;Clubs;Six;Spades;Ace;Spades;Two;Two pairs
Clubs;King;Clubs;Six;Spades;Eight;Clubs;Four;Clubs;Ten;One pair
Hearts;Ten;Clubs;Eight;Clubs;Four;Spades;Seven;Diamonds;Eight;Two pairs
Diamonds;King;Hearts;Six;Diamonds;Ace;Spades;Four;Clubs;King;Two pairs
Diamonds;Three;Spades;Two;Hearts;Two;Diamonds;Ace;Diamonds;Ten;Two pairs
Hearts;Jack;Hearts;Four;Clubs;Two;Diamonds;Two;Clubs;Three;Two pairs
Diamonds;King;Diamonds;Ten;Diamonds;Two;Spades;Two;Spades;Six;Two pairs
Spades;Three;Spades;Ace;Clubs;Two;Spades;King;Diamonds;Ten;One pair
Diamonds;Ten;Diamonds;Queen;Clubs;Ace;Clubs;King;Diamonds;Ace;Two pairs
Diamonds;Seven;Spades;Eight;Diamonds;Three;Hearts;Five;Clubs;Jack;One pair
Clubs;Two;Hearts;Six;Spades;Five;Hearts;King;Diamonds;Nine;One pair
Spades;Eight;Diamonds;Seven;Spades;Six;Clubs;Seven;Diamonds;King;Two pairs
Clubs;Five;Diamonds;Ten;Hearts;Queen;Hearts;Four;Spades;Nine;One pair
Spades;Nine;Clubs;Queen;Spades;Ace;Clubs;Three;Clubs;Four;One pair
Clubs;Ace;Diamonds;Four;Clubs;Two;Hearts;Jack;Diamonds;Three;One pair
Diamonds;Queen;Clubs;Two;Hearts;Six;Diamonds;Ace;Hearts;Seven;One pair
Hearts;Two;Clubs;Eight;Diamonds;Queen;Diamonds;Five;Diamonds;Three;One pair
Spades;Ace;Diamonds;Three;Diamonds;King;Diamonds;Seven;Diamonds;Four;One pair
Hearts;Nine;Spades;Three;Clubs;Nine;Diamonds;Six;Clubs;Five;Two pairs
Diamonds;Seven;Hearts;Seven;Clubs;Eight;Diamonds;Queen;Hearts;Jack;Two pairs
Hearts;Two;Clubs;Six;Clubs;Two;Hearts;Four;Diamonds;Five;Two pairs
Hearts;Queen;Diamonds;Nine;Spades;King;Diamonds;Five;Diamonds;Ten;One pair
Diamonds;Eight;Clubs;Five;Clubs;Queen;Spades;Eight;Hearts;King;Two pairs
Spades;Nine;Diamonds;Six;Diamonds;Jack;Hearts;Four;Diamonds;Five;One pair
Diamonds;Three;Spades;Nine;Spades;Queen;Spades;Ace;Diamonds;Two;One pair
Spades;King;Clubs;Queen;Spades;Eight;Diamonds;Nine;Hearts;Five;One pair
Clubs;Ace;Hearts;Three;Spades;Ten;Diamonds;King;Hearts;King;Two pairs
Spades;Seven;Spades;Queen;Hearts;Seven;Clubs;King;Diamonds;Five;Two pairs
Spades;Nine;Spades;Five;Clubs;Ten;Diamonds;Two;Diamonds;King;One pair
Hearts;King;Diamonds;Ace;Spades;Jack;Clubs;King;Clubs;Queen;Two pairs
Hearts;Nine;Diamonds;Two;Hearts;Three;Hearts;Seven;Spades;Three;Two pairs
Spades;Ten;Diamonds;Ten;Spades;Jack;Diamonds;Two;Clubs;King;Two pairs
Clubs;Ace;Hearts;Three;Hearts;Jack;Diamonds;Eight;Diamonds;Queen;One pair
Diamonds;Ace;Spades;Two;Spades;Five;Spades;Nine;Hearts;Three;One pair
Diamonds;Four;Hearts;Nine;Clubs;Jack;Spades;Five;Hearts;Three;One pair
Spades;Seven;Clubs;King;Diamonds;Ten;Diamonds;Five;Spades;Jack;One pair
Diamonds;Eight;Diamonds;Queen;Hearts;King;Spades;Jack;Diamonds;Five;One pair
Diamonds;Six;Hearts;Four;Spades;Nine;Clubs;Ace;Clubs;Two;One pair
Clubs;Ten;Hearts;Queen;Clubs;Jack;Spades;Jack;Hearts;Nine;Two pairs
Diamonds;Queen;Clubs;Jack;Spades;Four;Diamonds;Five;Hearts;Two;One pair
Spades;Two;Diamonds;Jack;Spades;Jack;Spades;Five;Hearts;Seven;Two pairs
Clubs;King;Hearts;Queen;Hearts;Ace;Hearts;Seven;Clubs;Four;One pair
Diamonds;King;Hearts;Jack;Diamonds;Jack;Diamonds;Seven;Spades;Three;Two pairs
Diamonds;King;Spades;Seven;Spades;Jack;Spades;King;Diamonds;Queen;Two pairs
Spades;Four;Clubs;Five;Hearts;Jack;Spades;Queen;Diamonds;Two;One pair
Diamonds;Nine;Clubs;Queen;Clubs;Nine;Spades;Eight;Diamonds;Two;Two pairs
Spades;Jack;Hearts;Ace;Diamonds;Jack;Spades;Ten;Diamonds;King;Two pairs
Hearts;Six;Spades;Ace;Clubs;Three;Hearts;Ten;Spades;King;One pair
Spades;Four;Spades;Three;Hearts;Eight;Hearts;Queen;Diamonds;Ten;One pair
Diamonds;Jack;Clubs;Five;Hearts;Six;Spades;Jack;Clubs;Four;Two pairs
Hearts;Five;Clubs;Six;Spades;Three;Hearts;King;Clubs;Seven;One pair
Spades;Eight;Diamonds;Two;Diamonds;Jack;Clubs;Ace;Clubs;Five;One pair
Diamonds;Jack;Diamonds;Eight;Diamonds;Four;Hearts;Queen;Hearts;Three;One pair
Spades;Seven;Diamonds;Ace;Spades;Six;Clubs;Four;Spades;Ten;One pair
Hearts;Jack;Hearts;Seven;Diamonds;Four;Spades;King;Hearts;Three;One pair
Hearts;Three;Hearts;Jack;Clubs;Jack;Clubs;Five;Diamonds;Jack;Straight
Diamonds;Five;Diamonds;Nine;Spades;King;Hearts;Eight;Clubs;Five;Two pairs
Diamonds;King;Clubs;Eight;Hearts;Ten;Clubs;Six;Hearts;Nine;One pair
Clubs;Three;Clubs;Seven;Diamonds;Eight;Spades;Two;Spades;Four;One pair
Hearts;Four;Diamonds;Three;Hearts;Nine;Clubs;Ten;Clubs;Jack;One pair
Diamonds;Six;Diamonds;Jack;Hearts;Five;Clubs;Seven;Diamonds;Four;One pair
Spades;Four;Clubs;Ace;Hearts;Five;Spades;Five;Diamonds;Eight;Two pairs
Clubs;Ten;Hearts;Seven;Spades;Seven;Spades;Jack;Spades;Ten;Three of a kind
Clubs;Eight;Spades;Six;Hearts;Jack;Clubs;Nine;Spades;Five;One pair
Hearts;Ten;Spades;Queen;Spades;Nine;Spades;Jack;Diamonds;Ace;One pair
Spades;Three;Spades;Queen;Hearts;King;Hearts;Seven;Hearts;Ten;One pair
Hearts;Jack;Diamonds;Five;Clubs;Two;Diamonds;Four;Hearts;Ten;One pair
Clubs;Eight;Clubs;Queen;Spades;Jack;Diamonds;Two;Diamonds;Nine;One pair
Spades;Five;Hearts;Seven;Hearts;Nine;Spades;Six;Hearts;Eight;Flush
Spades;Six;Diamonds;Three;Hearts;Queen;Diamonds;Jack;Diamonds;King;One pair
Hearts;Ace;Clubs;Five;Clubs;Seven;Spades;King;Clubs;Nine;One pair
Clubs;Three;Diamonds;Two;Diamonds;Six;Spades;Six;Clubs;Jack;Two pairs
Diamonds;Three;Spades;Nine;Spades;King;Clubs;Six;Diamonds;Ten;One pair
Hearts;Ten;Spades;Seven;Clubs;Six;Clubs;King;Hearts;King;Two pairs
Clubs;Two;Hearts;Three;Clubs;Four;Clubs;Queen;Hearts;Ten;One pair
Diamonds;Seven;Hearts;Two;Spades;Two;Diamonds;Two;Spades;Ace;Straight
Diamonds;King;Spades;Ten;Clubs;Four;Clubs;King;Hearts;Nine;Two pairs
Clubs;Jack;Diamonds;Eight;Hearts;Seven;Diamonds;Three;Spades;Five;One pair
Clubs;Queen;Diamonds;King;Spades;Four;Diamonds;Three;Hearts;Four;Two pairs
Spades;Three;Clubs;Ten;Clubs;Three;Hearts;Two;Clubs;Four;Two pairs
Diamonds;King;Diamonds;Six;Clubs;Four;Spades;Two;Diamonds;Four;Two pairs
Clubs;Seven;Hearts;Seven;Clubs;Five;Clubs;Queen;Diamonds;Eight;Two pairs
Hearts;Ten;Clubs;Jack;Clubs;Seven;Diamonds;King;Spades;Queen;One pair
Diamonds;Four;Hearts;Four;Hearts;Five;Hearts;Two;Diamonds;Two;Three of a kind
Diamonds;Four;Clubs;Three;Diamonds;Eight;Diamonds;Seven;Clubs;Four;Two pairs
Clubs;Jack;Hearts;Ten;Spades;Eight;Diamonds;Two;Clubs;Seven;One pair
Hearts;Five;Spades;Ace;Hearts;Eight;Hearts;Jack;Hearts;Four;One pair
Spades;King;Clubs;Three;Diamonds;Nine;Diamonds;Queen;Hearts;Ten;One pair
Diamonds;Nine;Diamonds;King;Spades;Two;Hearts;Ten;Diamonds;Eight;One pair
Hearts;Ten;Diamonds;King;Diamonds;Queen;Spades;Three;Clubs;Five;One pair
Spades;Jack;Clubs;Jack;Clubs;Two;Spades;Six;Spades;Seven;Two pairs
Hearts;Ace;Hearts;Three;Diamonds;Four;Hearts;Ten;Spades;Queen;One pair
Diamonds;Eight;Hearts;Two;Hearts;Ace;Clubs;Queen;Clubs;Three;One pair
Hearts;Jack;Clubs;Queen;Diamonds;Five;Clubs;Six;Spades;Six;Two pairs
Hearts;Nine;Hearts;Queen;Diamonds;Five;Spades;Ace;Diamonds;Ten;One pair
Clubs;Four;Clubs;Jack;Spades;Seven;Clubs;Ace;Hearts;Three;One pair
Spades;Ten;Clubs;Three;Spades;Seven;Spades;Three;Clubs;Five;Two pairs
Diamonds;Ten;Diamonds;Eight;Diamonds;Five;Clubs;Eight;Clubs;King;Two pairs
Spades;Four;Diamonds;King;Clubs;Four;Clubs;Queen;Clubs;Two;Two pairs
Spades;Three;Hearts;Ten;Diamonds;Eight;Clubs;King;Spades;Nine;One pair
Spades;King;Hearts;Nine;Hearts;Jack;Clubs;Nine;Clubs;Queen;Two pairs
